LCR,killed,tests/test_prompt.py::TestPrompt::test_prompt_for_config_dict,184
LCR,killed,tests/test_prompt.py::TestPrompt::test_prompt_for_config_dict,213
SCD,killed,tests/test_cli.py::test_cli_replay,59
SCD,killed,tests/test_abort_generate_on_hook_error.py::test_hooks_raises_errors[pre_gen_hook_raises_error],13
SCD,killed,tests/test_abort_generate_on_hook_error.py::test_hooks_raises_errors[pre_gen_hook_raises_error],26
SCD,killed,tests/test_abort_generate_on_hook_error.py::test_hooks_raises_errors[pre_gen_hook_raises_error],43
SCI,killed,tests/test_get_user_config.py::test_get_user_config_invalid,118
SCI,killed,tests/test_get_user_config.py::test_get_user_config_invalid,124
SIR,killed,tests/test_cli.py::test_cli_replay,27
AOD,killed,tests/test_cli.py::test_debug_list_installed_templates_failure,56
AOD,killed,tests/test_cli.py::test_cli_error_on_existing_output_directory,73
ROR,incompetent,null,5
ROR,killed,tests/test_cli.py::test_cli_error_on_existing_output_directory,174
ROR,killed,tests/test_cli.py::test_cli_error_on_existing_output_directory,182
ROR,killed,tests/test_cli.py::test_cli_replay,185
ROR,incompetent,null,226
ROR,killed,tests/test_hooks.py::TestFindHooks::test_find_hook,32
ROR,incompetent,null,62
ROR,killed,tests/test_hooks.py::TestExternalHooks::test_run_script,84
ROR,killed,tests/test_read_user_dict.py::test_read_user_dict_default_value,116
ROR,killed,tests/test_utils.py::test_make_sure_path_exists,43
